Title,Price,Neighborhood,URL,Ad Text Content
2016 Caddy Cadillac ATS 2.0L Turbo Standard Sedan 4D sedan Red -,"$25,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-caddy-cadillac-ats-20l/7446757434.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Cadillac* *ATS* *Caddy* *Cadillac* *ATS* *Turbo* *Premium* *Cadillac* *ATS* *Performance* *Cadillac* *ATS* *Luxury* *Cadillac* *ATS* *2.0L* *Cadillac* *ATS* *2.5L* *Cadillac* *ATS* *3.6L* *4dr* *Rear* *wheel* *drive* *Cadillac* *ATS* *All* *wheel* *drive* *sedan* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2014 Honda Accord LX Sedan 4D sedan Silver - FINANCE ONLINE,"$20,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2014-honda-accord-lx-sedan-4d/7446757466.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Honda* *Accord* *LX* *Honda* *Accord* *EX* *Honda* *Accord* *EX-L* *Honda* *Accord* *EXL* *Honda* *Accord* *EX-L* *with* *Nav* *Honda* *Accord* *EXL* *with* *Nav* *Honda* *Accord* *EX-L* *V6* *Honda* *Accord* *EX-L* *V6* *with* *Nav* *Honda* *Accord* *LX-P* *Honda* *Accord* *DX* *Honda* *Accord* *LX-V6* *Honda* *Accord* *EX-V6* *Honda* *Accord* *LX-S* *Honda* *Accord* *Plug-in* *Hybrid* *DX* *Honda* *Accord* *Plug-in* *Hybrid* *LX* *Honda* *Accord* *Plug-in* *Hybrid* *EX* *Honda* *Accord* *Plug-in* *Hybrid* *SE-i* *Sedan* *Coupe* *Honda* *Accord* *E-X* *Honda* *Accord* *E* *X* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2005 Toyota Highlander-49138 Miles!,"$13,995",Woodinville! Western WA Dealer! eastside ,https://seattle.craigslist.org/est/ctd/d/woodinville-2005-toyota-highlander-miles/7446759873.html,"  The power to dream. Have you ever dreamed of walking into a car dealership and buying a vehicle without all the haggling? 405 Motors offers just such an experience. We are a one price dealer. We offer a fixed and fair markup on all our vehicles. Make car buying a pleasant experience (425) 212-1124 https://www.405motors.com/apply-online/?stock_number=P077276&dcid=1015201&ca_lng=en  Nearly than Bellevue & Seattle! One of the lowest tax rates in WA State! 24 hour No Hassle Exchange Policy SUV 49138 Silver Gray with Cloth Trim V6, 3.3 Liter 2WD Automatic JTEDP21A250077276 Dealer Disclosure: Price excludes $150 Negotiable Dealer Documentary Fee, Tax, Title, and Registration. Disclaimer: You agree that by providing your phone number, 405 Motors or 405 Motor’s authorized representatives, may call and/or send text messages (including by using equipment to automatically dial telephone numbers) about your interest in a purchase, for marketing/sales purposes, or for any other servicing or informational purpose related to your account. You do not have to consent to receiving calls or texts to purchase from 405 Motors. While every reasonable effort is made to ensure the accuracy of the information for this Toyota Highlander we are not responsible for any errors or omissions contained in this ad. Please verify any information in question with 405 Motors at 425-212-1124 *Toyota* *Highlander* *V6, 3.3 Liter* 2021 2020 2019 2018 2017 2016 2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 2000 21 19 18 17 16 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01 00  Powered By DealerCenter"
2011 FORD F-150 XLT,"$17,399",Best Cars In Town! eastside ,https://seattle.craigslist.org/est/ctd/d/kent-2011-ford-150-xlt/7446758240.html,"     2011 FORD F-150 XLT 129,659 miles Automatic WHITE XLT Pickup 4WD Excellent 1FTFW1ET7BFD16450 583 3.5L     ⭐ Great Bank Financing Options Available ⭐ ✅ Bad Credit? ✅ No Credit? ✅ First Time Buyer? ✅ We Work With Dozens Of Lenders To Get You Approved Fast Regardless Of Your Credit Situation. ✅ Repossession ✅ Bankruptcy ✅ Foreclosure ✅ SSI ✅ Disability ✅ Government Assistance 🚘 Ready To Get Behind The Wheel Of This Great Car 🚘 👉 Go to : https://www.cdautosalescenter.com/ 🚘 CD Auto Sales Center 🚘 ✅ Huge Selection Of Quality Pre-Owned Cars ✅ Leave The Lot With Confidence Ask About Our Competitive Extended Warranties ✅ We Buy Cars Cash 📍 Stop By Today And See Why Our Dealership Is Always The People's Choice CHECK OUT OUR REVIEWS ON FACEBOOK: https://www.facebook.com/CDAutoSale/ HABLAMOS ESPANOL. FINANCIAMIENTO FACIL. TODOS CALIFICAN NO IMPORTA SU CREDITO Para mas informacion, llamar al ☎: (206) 556-0910 💥 Check Out More Of Our Great Cars On Craigslist Just Copy And Paste This Link Into Your Browser 💥 https://seattle.craigslist.org/search/ctd?query=cdautosalecenter.v12soft.com       2012, 2013, 2014, 2011, 2010, 2009, 2008, FORD F-150, Crown Victoria, Edge, E150, Escape Hybrid, Expedition EL, Escape, F150, F350, F450, Expedition, Explorer, Explorer Sport Trac, F250, Focus, Fusion, Mustang, Ranger, Taurus, Taurus X, E350, E250, E350 Super Duty, Flex, Fusion Hybrid, Transit Connect, Fiesta, C-Max, Focus Electric, Focus ST, C-Max Hybrid, C-Max Energi, Fusion Energi, Sedan Police Interceptor * Please Note All Inventory And Inventory Pricing Is Subject To Change Please See Dealer For Further Details *      2011 11 * * * * *Cheap *
		*Like New 2011 Pickup* *3.5L*
		*Must See 2011   Gasoline -
		2011  f-150 F-150 Gasoline Pickup Cheap - 
		2011  ( ) Carfax Gasoline 3.5L - 
		2011   Pickup 3.5L Gasoline  -   Pickup  
		*SCHEDULE YOUR TEST DRIVE 2011  3.5L Gasoline Pickup*  
		* * * * 2011   Gasoline Pickup  
		*2011   *CD Auto Sales Center* *Call (or text) us today at (425) 470-5220.*
		2012   3.5L -
		Have you seen this 2013   Pickup ? 
		Must See 2014  F150 f150 F150 Gasoline Pickup 
		*For Sale * * * *Carfax Gasoline Pickup 
		Come test drive this amazing * * * * *( )* *Gasoline* Pickup Pickup Gasoline Pickup Gasoline*
		*( )* *( )* * * *3.5L* *(GASOLINE)* *Bad Credit*
		*Gasoline* *Pickup*  *Super Vehicle Gasoline Call (or text) this number (425) 470-5220* *3.5L* *CD Auto Sales Center* * Good Credit*
		2011 2010 2009 2008 
		*This vehicle is a used  * *No Credit*
		*It is like New * *3.5L Gasoline* 
		*Gasoline* 2007 2006 2005 2004 2003 2002 "
2008 Honda CR-V - Financing Available!,"$16,995", eastside ,https://seattle.craigslist.org/est/ctd/d/woodinville-2008-honda-cr-financing/7446759659.html,"  If you have bad credit or no credit, we can help!  Call us today at ! 4-Cyl, VTEC, 2.4 Liter, Automatic, 5-Spd w/Overdrive, 4WD, Traction Control, Stability Control, ABS (4-Wheel), Anti-Theft System, Air Conditioning, Power Windows, Power Door Locks, Cruise Control, Power Steering, Tilt Wheel, AM/FM Stereo, CD/MP3 (Multi Disc), Dual Air Bags, Side Air Bags, Power Seat, Leather, Moon Roof, Alloy Wheels,  SUV SUV 4  4 4WD 4-Cyl, VTEC, 2.4 Liter Blue Gasoline Gray with Leather Trim Automatic, 5-Spd w/Overdrive Disclaimer: All vehicles subject to prior sale. We reserve the right to make changes without notice, and are not responsible for errors or omissions. All prices exclude government fees and taxes, any finance charges, and any emissions test charge  Powered By DealerCenter"
2011 Ford F150 SuperCrew Cab-123501 Miles!,"$19,995",Woodinville! Western WA Dealer! eastside ,https://seattle.craigslist.org/est/ctd/d/woodinville-2011-ford-f150-supercrew/7446759733.html,"  The power to dream. Have you ever dreamed of walking into a car dealership and buying a vehicle without all the haggling? 405 Motors offers just such an experience. We are a one price dealer. We offer a fixed and fair markup on all our vehicles. Make car buying a pleasant experience (425) 212-1124 https://www.405motors.com/apply-online/?stock_number=PD22011&dcid=1015201&ca_lng=en  Nearly than Bellevue & Seattle! One of the lowest tax rates in WA State! 24 hour No Hassle Exchange Policy Pickup 123501 Black Black V8, Flex Fuel, 5.0 Liter 4WD Automatic, 6-Spd w/Overdrive 1FTFW1EF9BKD22011 Dealer Disclosure: Price excludes $150 Negotiable Dealer Documentary Fee, Tax, Title, and Registration. Disclaimer: You agree that by providing your phone number, 405 Motors or 405 Motor’s authorized representatives, may call and/or send text messages (including by using equipment to automatically dial telephone numbers) about your interest in a purchase, for marketing/sales purposes, or for any other servicing or informational purpose related to your account. You do not have to consent to receiving calls or texts to purchase from 405 Motors. While every reasonable effort is made to ensure the accuracy of the information for this Ford F150 SuperCrew Cab we are not responsible for any errors or omissions contained in this ad. Please verify any information in question with 405 Motors at 425-212-1124 *Ford* *F150 SuperCrew Cab* *V8, Flex Fuel, 5.0 Liter* 2021 2020 2019 2018 2017 2016 2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 2000 21 19 18 17 16 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01 00  Powered By DealerCenter"
2014 Toyota Camry-26175 Miles!,"$17,995",Woodinville! Western WA Dealer! eastside ,https://seattle.craigslist.org/est/ctd/d/woodinville-2014-toyota-camry-miles/7446759815.html,"  The power to dream. Have you ever dreamed of walking into a car dealership and buying a vehicle without all the haggling? 405 Motors offers just such an experience. We are a one price dealer. We offer a fixed and fair markup on all our vehicles. Make car buying a pleasant experience (425) 212-1124 https://www.405motors.com/apply-online/?stock_number=P362057&dcid=1015201&ca_lng=en  Nearly than Bellevue & Seattle! One of the lowest tax rates in WA State! 24 hour No Hassle Exchange Policy Sedan 26175 Unk  4-Cyl, 2.5 Liter FWD Automatic, 6-Spd 4T4BF1FK7ER362057 Dealer Disclosure: Price excludes $150 Negotiable Dealer Documentary Fee, Tax, Title, and Registration. Disclaimer: You agree that by providing your phone number, 405 Motors or 405 Motor’s authorized representatives, may call and/or send text messages (including by using equipment to automatically dial telephone numbers) about your interest in a purchase, for marketing/sales purposes, or for any other servicing or informational purpose related to your account. You do not have to consent to receiving calls or texts to purchase from 405 Motors. While every reasonable effort is made to ensure the accuracy of the information for this Toyota Camry we are not responsible for any errors or omissions contained in this ad. Please verify any information in question with 405 Motors at 425-212-1124 *Toyota* *Camry* *4-Cyl, 2.5 Liter* 2021 2020 2019 2018 2017 2016 2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 2000 21 19 18 17 16 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01 00  Powered By DealerCenter"
"2014 Subaru Impreza Premium Wagon AWD --Auto, Clean title, Alloys--","$14,950",kirkland eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2014-subaru-impreza-premium/7446760656.html," 2014 Subaru Impreza Premium AWD wagon with only 129k miles on it. Clean title, Clean carfax report. West coast vehicle since new.  Great gas mileage!! Nice service records. Options include Automatic transmission, power windows, power locks, cruise control, AC, floor mats, bluetooth, heated seats, alloy wheel, cold weather pkg, and of course it is AWD. Affordable subaru!! We currently have a nice selection of late model Subaru's in stock. Check out our website to view our latest inventory.  www.eastlakeautobrokers.com  425-823-1500 206-245-9182 206-218-7180  Eastlake Auto Brokers 13105 NE 124th street Kirkland, WA 98034  Trades Accepted  Financing Available  We are a preferred CUDL dealership  All prices, sales prices, and discounts are based on a one of a kind vehicle with matching VIN number. All prices are subject to change without notice. Eastlake Auto makes no express nor implied warranty claims on this vehicle to include availability, condition, and equipment as advertised. Any advertised pricing, discounts, or interest rates exclude tax, title, and license. A negotiable documentary service fee of up to $150 may be added to the sales price or capitalized cost. It is the sole responsibility of consumer to verify the existence, condition, equipment, pricing and discounts as advertised. Not all consumers will qualify for certain discounts, interest rates and allowances, and all are subject to credit approval. do NOT contact me w "
2020 Toyota RAV4 XLE Premium Sport Utility 4D suv White - FINANCE,"$38,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-toyota-rav4-xle-premium/7446761444.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Toyota* *RAV4* *4wd* *Toyota* *RAV4* *EV* *Toyota* *RAV4* *LE* *Toyota* *RAV4* *Limited* *Toyota* *RAV4* *Sport* *Toyota* *RAV4* *base* *Toyota* *RAV4* *L* *Toyota* *RAV4* *Premium* *Toyota* *RAV4* *Adventure* *Toyota* *RAV4* *XLE* *SUV* *Toyota* *RAV4* *RAV-4* *Toyota* *RAV4* *RAV* *4* *Toyota* *RAV4* *4x4* *Toyota* *RAV4* *4by4* *Toyota* *RAV4* *4-by-4* *Toyota* *RAV4* *4-4* *Toyota* *RAV4* *AWD* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2018 VW Volkswagen Jetta 1.4T S Sedan 4D sedan White - FINANCE ONLINE,"$19,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-vw-volkswagen-jetta-14t/7446763259.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Volkswagen* *Jetta* *VW* *Volkswagen* *Jetta* *GL* *Volkswagen* *Jetta* *GLS* *Volkswagen* *Jetta* *GL* *TDI* *Volkswagen* *Jetta* *GLS* *TDI* *Volkswagen* *Jetta* *GLS* *1.8L* *Turbo* *Volkswagen* *Jetta* *GLS* *V6* *Volkswagen* *Jetta* *GLX* *Volkswagen* *Jetta* *Value* *Edition* *Volkswagen* *Jetta* *2.5* *Volkswagen* *Jetta* *TDI* *Volkswagen* *Jetta* *2.0T* *Volkswagen* *Jetta* *GLI* *Volkswagen* *Jetta* *DIESEL* *Volkswagen* *Jetta* *2.0L* *Base* *Volkswagen* *Jetta* *2.0L* *S* *Volkswagen* *Jetta* *2.5L* *SE* *Volkswagen* *Jetta* *2.5L* *SEL* *Volkswagen* *Jetta* *2.0L* *TDI* *Volkswagen* *Jetta* *GLI* *Autobahn* *Volkswagen* *Jetta* *GLI* *Autobahn* *with* *Nav.* *Volkswagen* *Jetta* *Hybrid* *SE* *Volkswagen* *Jetta* *Hybrid* *SEL* *Premium* *Sedan* *Station* *Wagen* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2019 Subaru Forester AWD All Wheel Drive Limited SUV,$425,Est. payment OAC eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2019-subaru-forester-awd-all/7446765732.html,"   CARFAX One-Owner. Crystal White Pearl 2019 Subaru Forester Limited AWD Lineartronic CVT 2.5L 4-Cylinder DOHC 16V VVT harman kardon 576W Amp & Speaker System, Heated Steering Wheel, Nav System & harman kardon & Reverse Auto Braking, Radio: Subaru Starlink 8.0"" Multimedia Nav System, Reverse Automatic Braking System (RAB). Recent Arrival! 26/33 City/Highway MPG Awards: * 2019 KBB.com 12 Best Family Cars   * 2019 KBB.com 10 Best All-Wheel-Drive Vehicles Under $30,000   * 2019 KBB.com 10 Best SUVs Under $30,000   * 2019 KBB.com Brand Image Awards   * 2019 KBB.com 5-Year Cost to Own Awards 2019 Subaru Forester NH430700A JF2SKAUC9KH484236 Limited 24,842 Crystal White Pearl / Black SUV Lineartronic CVT 1DF30D2D5056A981 2.50 4  Cyl Gasoline AWD City /  Hwy 📋  CARFAX Available on this 2019 Subaru Forester *Copy this link into your browser: ↪ Google: ⭐ ⭐ ⭐ ⭐ ⭐  4.5 Rating - 1,326 reviews SureCritic: ⭐ ⭐ ⭐ ⭐ ⭐  4.8 Rating - 3,639 reviews   Great Bank Financing Options Available ⭐    ✔️ Great Credit ✔️ Bad Credit ✔️ No Credit ✔️ No Co-Signer ✔️ First Time Buyers ✔️ Recent Divorce ✔️ Discharged Bankruptcy ✔️ Multiple Repo's ✔️ Short Job Time ✔️ Foreclosure ✔️ Child Support ✔️ Student Loans ✔️ Zero No Money Down Payment ✔️ Negative Equity 💥  Huge Selection Of Quality Pre-Owned Cars 💥  Leave The Lot With Confidence 💥 Trade-In Your Car 🚗 Check out our full inventory for more vehicles priced to move. * Copy this link into your browser: * Nav System & harman kardon & Reverse Auto Braking * 6 Speakers                                                                * AM/FM radio: SiriusXM * CD player                                                                 * harman kardon 576W Amp & Speaker System * Radio data system                                                    * Radio: Subaru Starlink 8.0"" Multimedia Nav System * Radio: Subaru Starlink 8.0"" Multimedia Plus System * Air Conditioning                                                      * Automatic temperature control * Front dual zone A/C                                                * Rear window defroster * Power driver seat                                                     * Power steering * Power windows                                                        * Remote keyless entry * Steering wheel mounted audio controls                  * Four wheel independent suspension * Speed-sensing steering                                            * Traction control * 4-Wheel Disc Brakes                                               * ABS brakes * Dual front impact airbags                                        * Dual front side impact airbags * Emergency communication system: STARLINK Safety and Security * Front anti-roll bar                                                    * Knee airbag * Low tire pressure warning                                       * Occupant sensing airbag * Overhead airbag                                                       * Rear anti-roll bar * Power moonroof: Panoramic                                   * Power Liftgate * Brake assist                                                              * Electronic Stability Control * Exterior Parking Camera Rear                                 * Auto High-beam Headlights * Front fog lights                                                        * Fully automatic headlights * Panic alarm                                                              * Security system * Speed control                                                           * Bumpers: body-color * Heated door mirrors                                                 * Power door mirrors * Roof rack: rails only                                                * Spoiler * Turn signal indicator mirrors                                   * Driver door bin * Driver vanity mirror                                                * Front reading lights * Heated Steering Wheel                                            * Illuminated entry * Leather Shift Knob                                                  * Outside temperature display * Overhead console                                                    * Passenger vanity mirror * Rear seat center armrest                                           * Reverse Automatic Braking System (RAB) * STARLINK/Apple CarPlay/Android Auto             * Tachometer * Telescoping steering wheel                                     * Tilt steering wheel * Trip computer                                                          * Front Bucket Seats * Front Center Armrest                                               * Heated Front Bucket Seats * Heated front seats                                                    * Perforated Leather-Trimmed Upholstery * Split folding rear seat                                               * Passenger door bin * Alloy wheels                                                            * Wheels: 18"" x 7.0J Black Machine Finish Alum Alloy * Rear window wiper                                                  * Variably intermittent wipers * 3.70 Axle Ratio   11616 120th AVE NE Kirkland, WA 98034 License # 7621 http://atmxi.com/website/4556 Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle.   AD ID: 1DF30D2D5056A981   Powered by Automoxie.com"
2017 Kia Rio LX Sedan 4D sedan White - FINANCE ONLINE,"$16,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2017-kia-rio-lx-sedan-4d-sedan/7446761481.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Kia* *Rio* *LX* *Kia* *Rio* *EX* *Kia* *Rio* *SX* *Sedan* *Hatchback* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2016 Tesla Model X AWD All Wheel Drive Electric P90D SUV,"$78,888",Lexus of Bellevue eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2016-tesla-model-awd-all-wheel/7446769987.html,"  2016 Tesla Model X 24829 5YJXCAE40GFS00427 P90D 38,276 Red Multi-Coat / Tan SUV Automatic 1DF4215B5056A981 0.0 Electric AWD 89 City / 90 Hwy   CARFAX One-Owner. Clean CARFAX. LOCAL TRADE, AWD, BACK UP CAMERA, LEATHER, NAVIGATION, NEW TIRES, 9 Speakers, Adaptive suspension, Air Conditioning, Alcantara Headliner, Auto-dimming door mirrors, Auto-leveling suspension, Autopilot Convenience Features (DISC), Blind spot sensor: warning, Exterior Parking Camera Rear, Front dual zone A/C, Fully automatic headlights, Heated front seats, Heated Steering Wheel, Lane Keeping w/Automatic Steering, Leather Seat Trim, Memory seat, Navigation System, Radio: AM/FM/HD/USB w/17 Touchscreen Controls, Rain sensing wipers, Remote keyless entry, Self-Parking, Subzero Weather Package, Three-Zone Rear Seat Heaters, Traffic-Aware Cruise Control, Wiper Blade Defrosters & Washer Nozzle Heaters.2016 Tesla Model X P90D Red Multi-Coat AWD Electric ZEV 691hp 1-Speed AutomaticOdometer is 15276 miles below market average! 89/90 City/Highway MPGCome to www.lexusofbellevue.com To See Our Specials!! Call us at 425-533-2147 for Help with any of our departments. Enjoy a seamless, transparent luxury buying experience at Lexus of Bellevue and Lexus Plus. A dealer documentary service fee in an amount up to one hundred and fifty dollars may be added to the sale price or capitalized cost. 101 116th Ave SE Bellevue, WA 98004 License #64602 Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle.  AD ID: 1DF4215B5056A981  Powered by Automoxie.com"
2019 Toyota Highlander LE Sport Utility 4D suv Brown - FINANCE ONLINE,"$32,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-toyota-highlander-le-sport/7446770168.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Toyota* *Highlander* *LE* *Toyota* *Highlander* *LE* *Plus* *Toyota* *Highlander* *XLE* *Toyota* *Highlander* *Limited* *Toyota* *Highlander* *Hybrid* *Limited* *Toyota* *Highlander* *FWD* *Toyota* *Highlander* *Sport* *Utility* *V6* *Crossover* *SUV* *Toyota* *Highlander* *High* *lander* *Toyota* *Highlander* *High-lander* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2019 Jag Jaguar FPACE 25t Premium Sport Utility 4D suv White - FINANCE,"$45,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-jag-jaguar-fpace-25t/7446771144.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Jaguar* *F-PACE* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2015 Jeep Renegade Latitude Sport Utility 4D suv Silver - FINANCE,"$19,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2015-jeep-renegade-latitude/7446770209.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Jeep* *Renegade* *Sport* *Jeep* *Renegade* *Latitude* *Jeep* *Renegade* *Limited* *Cross* *Over* *SUV* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
